protein1 protein2
YAL035W YDL136W
YAL035W YMR116C
YAL035W YIR026C
YAL035W YLR075W
YAL035W YLR167W
YAL035W YGL076C
YAL035W YGL029W
YAL035W YNL096C
YAL035W YBR146W
YAL035W YHR141C
YAL035W YLR264W
YAL035W YGR027C
YAL035W YMR260C
YAL035W YHL015W
YAL035W YPR102C
YAL035W YKR057W
YAL035W YOR182C
YAL035W YGR103W
YAL035W YML024W
YAL035W YPR132W
YAL035W YHL033C
YAL035W YPL211W
YAL035W YPL237W
YAL035W YDR429C
YAL035W YNR038W
YAL035W YNL244C
YAL035W YDR101C
YAL035W YMR049C
YAL035W YER006W
YAL035W YHR066W
YAL035W YML063W
YAL035W YKL172W
YAL035W YLR061W
YAL035W YNL224C
YAL035W YNL007C
YAL035W YOL127W
YAL035W YGR218W
YAL035W YJR145C
YAL035W YMR230W
YAL035W YGR118W
YAL035W YGL030W
YAL035W YHR203C
YAL035W YBR079C
YAL035W YAL025C
YAL035W YOR206W
YAL035W YDR025W
YAL035W YOR293W
YAL035W YBR084C-A
YAL035W YOL077C
YAL035W YOR369C
YAL035W YBL072C
YAL035W YKR059W
YAL035W YDL083C
YAL035W YMR242C
YAL035W YNL178W
YAL035W YER025W
YAL035W YGL123W
YAL035W YDR496C
YAL035W YNL067W
YAL035W YDL191W
YAL035W YJL191W
YAL035W YDR471W
YAL035W YDL082W
YAL035W YLR029C
YAL035W YDR450W
YAL035W YIL133C
YAL035W YMR309C
YAL035W YML073C
YAL035W YGL078C
YAL035W YDR500C
YAL035W YPR041W
YAL035W YLR397C
YAL035W YPL143W
YAL035W YPL043W
YAL035W YPL093W
YAL035W YPR016C
YAL035W YHR052W
YAL035W YER102W
YAL035W YOL121C
YAL035W YDR060W
YAL035W YIR012W
YAL035W YGL031C
YAL035W YLR340W
YAL035W YOR312C
YAL035W YLR287C-A
YAL035W YGR054W
YAL035W YJL177W
YAL035W YJL138C
YAL035W YDR447C
YAL035W YKL180W
YAL035W YJR002W
YAL035W YLR106C
YAL035W YBL087C
YAL035W YGL189C
YAL035W YKL156W
YAL035W YNL002C
YAL035W YJL136C
YAL035W YLR333C
YAL035W YDL031W
YAL035W YDR091C
YAL035W YDR064W
YAL035W YJL190C
YAL035W YFR031C-A
YAL035W YNL227C
YAL035W YLR074C
YAL035W YBL092W
YAL035W YLR367W
YAL035W YPR143W
YAL035W YNL162W
YAL035W YBL027W
YAL035W YJL189W
YAL035W YER056C-A
YAL035W YNL301C
YAL035W YOR063W
YAL035W YJR007W
YAL035W YDL061C
YAL035W YGR085C
YAL035W YFR001W
YAL035W YHR010W
YAL035W YHL001W
YAL035W YHR170W
YAL035W YBR031W
YAL035W YPL090C
YAL035W YPL226W
YAL035W YER131W
YAL036C YOR091W
YAL036C YBR154C
YAL036C YNL110C
YAL036C YOR272W
YAL036C YDR091C
YAL036C YDR152W
YAL038W YOR393W
YAL038W YPR080W
YAL038W YCL040W
YAL038W YKL067W
YAL038W YDR050C
YAL038W YCR012W
YAL038W YDL174C
YAL038W YJL026W
YAL038W YGR254W
YAL038W YGR192C
YAL038W YIL066C
YAL038W YNL241C
YAL038W YER170W
YAL038W YPR074C
YAL038W YJR009C
YAL038W YDR454C
YAL038W YMR205C
YAL038W YLR377C
YAL038W YDL080C
YAL038W YLR044C
YAL038W YMR323W
YAL038W YHR174W
YAL038W YKL060C
YAL038W YJL005W
YAL038W YGR180C
YAL038W YBR218C
YAL038W YER070W
YAL038W YBR221C
YAL038W YBR117C
YAL038W YKL085W
YAL038W YOR347C
YAL038W YLR354C
YAL038W YGR240C
YAL038W YGL008C
YAL038W YJL052W
YAL038W YGL062W
YAL038W YKR097W
YAL038W YGR087C
YAL038W YDR226W
YAL038W YDL166C
YAL038W YBR196C
YAL038W YML054C
YAL038W YKL029C
YAL038W YFR053C
YAL038W YER178W
YAL038W YOL086C
YAL038W YLR134W
YAL038W YJR069C
YAL038W YPL281C
YAL038W YKL152C
YAL038W YGR043C
YAL039C YPL172C
YAL039C YEL039C
YAL039C YER086W
YAL039C YHR109W
YAL039C YJR048W
YAL039C YOR037W
YAL039C YOR176W
YAL040C YLR182W
YAL040C YPL031C
YAL040C YBR160W
YAL040C YER167W
YAL040C YJL157C
YAL040C YOR083W
YAL040C YER111C
YAL040C YFL009W
YAL040C YPL256C
YAL040C YLR079W
YAL040C YGL116W
YAL040C YNL197C
YAL040C YPR120C
YAL040C YDL056W
YAL040C YJL187C
YAL041W YDR379W
YAL041W YFL039C
YAL041W YLR362W
YAL041W YGR152C
YAL041W YER118C
YAL041W YNL098C
YAL041W YER114C
YAL041W YHL007C
YAL041W YPR165W
YAL041W YPL115C
YAL041W YLR229C
YAL041W YOR212W
YAL041W YDR103W
YAL041W YNL298W
YAL041W YDR309C
YAL041W YOR101W
YAL041W YJL157C
YAL041W YBR200W
YAL041W YOR127W
YAL041W YNL271C
YAL042W YML067C
YAL043C YOL123W
YAL043C YBL079W
YAL043C YDR195W
YAL043C YKR002W
YAL043C YKR095W
YAL043C YGR156W
YAL043C YLR335W
YAL043C YDL116W
YAL043C YDR228C
YAL043C YDR002W
YAL043C YML103C
YAL043C YOR179C
YAL043C YLR277C
YAL043C YGL092W
YAL043C YMR061W
YAL043C YGL100W
YAL043C YER133W
YAL043C YKL018W
YAL043C YKR082W
YAL043C YJL041W
YAL043C YOR250C
YAL043C YJR042W
YAL043C YLR115W
YAL043C YJL039C
YAL043C YKL059C
YAL043C YGR274C
YAL043C YGL044C
YAL043C YIL063C
YAL043C YGR047C
YAL043C YDR301W
YAL043C YJR093C
YAL043C YOR098C
YAL043C YML031W
YAL043C YBR289W
YAL043C YNL317W
YAL043C YNL222W
YAL043C YPR107C
YAL043C YFR002W
YAL044C YJL046W
YAL044C YOR236W
YAL044C YNL071W
YAL044C YLR058C
YAL044C YER183C
YAL044C YBR263W
YAL044C YER178W
YAL044C YDR148C
YAL044C YOR196C
YAL044C YPL023C
YAL044C YGL125W
YAL044C YIL125W
YAL044C YFL030W
YAL044C YKR080W
YAL044C YDR019C
YAL044C YKL192C
YAL044C YMR189W
YAL044C YLR239C
YAL044C YBR221C
YAL044C YFL018C
YAL044W-A YOR196C
YAL044W-A YPL059W
YAL044W-A YGL220W
YAL044W-A YER174C
YAL044W-A YPR067W
YAL044W-A YKL040C
YAL044W-A YKR071C
YAL044W-A YJR122W
YAL044W-A YDR098C
YAL044W-A YAL046C
YAL046C YPR067W
YAL046C YKL040C
YAL046C YER174C
YAL046C YOR196C
YAL046C YPL059W
YAL046C YLL027W
YAL046C YGL220W
YAL046C YDR098C
YAL046C YAL044W-A
YAL046C YKR071C
YAL046C YJR122W
YAL047C YNL188W
YAL047C YNL126W
YAL047C YMR001C
YAL047C YLR212C
YAL047C YHR172W
YAL047C YLR045C
YAL047C YJR053W
YAL047C YDR356W
YAL047C YNL225C
YAL047C YOR233W
YAL047C YKL042W
YAL048C YMR203W
YAL048C YLL006W
YAL048C YMR232W
YAL048C YDR389W
YAL048C YNL121C
YAL048C YHR114W
YAL048C YCR038C
YAL048C YAL010C
YAL048C YJL201W
YAL048C YPR133W-A
YAL048C YGR082W
YAL048C YMR060C
YAL048C YGL219C
YAL048C YNL070W
YAL048C YBR179C
YAL048C YNL084C
YAL048C YOR134W
YAL048C YIR006C
YAL048C YNL131W
YAL048C YIL065C
YAL048C YLR310C
YAL048C YOL009C
YAL051W YOR363C
YAL054C YER065C
YAL054C YER178W
YAL054C YPL061W
YAL054C YNR001C
YAL054C YOR374W
YAL054C YKR097W
YAL054C YGL205W
YAL054C YMR170C
YAL054C YKL217W
YAL054C YNR016C
YAL054C YCR005C
YAL054C YOR142W
YAL054C YMR303C
YAL054C YGR244C
YAL054C YNL071W
YAL054C YLR174W
YAL054C YGL062W
YAL054C YKR009C
YAL054C YDL182W
YAL054C YPR001W
YAL054C YLR377C
YAL054C YBR221C
YAL054C YMR207C
YAL054C YDL131W
YAL054C YIL160C
YAL054C YBL015W
YAL054C YNL104C
YAL054C YNL117W
YAL054C YMR169C
YAL054C YOR108W
YAL054C YCR010C
YAL054C YML042W
YAL054C YMR110C
YAL054C YLR153C
YAL054C YER073W
YAL054C YPL015C
YAL054C YIR031C
YAL054C YPL028W
YAL055W YGR077C
YAL055W YDR265W
YAL055W YGR133W
YAL055W YNL329C
YAL055W YOL044W
YAL055W YLR191W
YAL056W YER020W
YAL056W YDL035C
YAL056W YBR140C
YAL056W YOL081W
YAL058W YGL022W
YAL058W YOR254C
YAL058W YCL043C
YAL058W YFL005W
YAL058W YOL013C
YAL058W YCL001W
YAL058W YOR336W
YAL058W YHR098C
YAL058W YBL040C
YAL058W YDL126C
YAL058W YMR186W
YAL058W YPL240C
YAL058W YGR284C
YAL058W YJL002C
YAL058W YBR283C
YAL058W YMR214W
YAL058W YPR181C
YAL058W YDR057W
YAL058W YOR085W
YAL058W YER019C-A
YAL058W YKL073W
YAL058W YBR201W
YAL058W YDR518W
YAL058W YHR204W
YAL058W YJL034W
YAL058W YGL027C
YAL058W YOR067C
YAL058W YML130C
YAL058W YLR397C
YAL058W YBR229C
YAL058W YPL094C
YAL058W YEL002C
YAL058W YLR378C
YAL058W YER087C-B
YAL059W YDR083W
YAL059W YBR267W
YAL059W YDR418W
YAL059W YOR206W
YAL059W YAL025C
YAL059W YLL034C
YAL059W YGL029W
YAL059W YLR106C
YAL059W YPL012W
YAL059W YLR221C
YAL059W YOL077C
YAL059W YKL180W
YAL059W YNL002C
YAL059W YMR290C
YAL059W YJL177W
YAL059W YNL075W
YAL059W YDL136W
YAL059W YOL041C
YAL059W YIR026C
YAL059W YER126C
YAL059W YPL169C
YAL059W YNR053C
YAL059W YDR060W
YAL059W YLR002C
YAL059W YDR087C
YAL059W YIR012W
YAL059W YLL008W
YAL059W YLR009W
YAL059W YGR218W
YAL059W YPR016C
YAL059W YPL093W
YAL059W YPL043W
YAL059W YGL111W
YAL059W YLR018C
YAL059W YBL028C
YAL059W YKL009W
YAL059W YHR052W
YAL059W YJL122W
YAL059W YGL135W
YAL059W YOR004W
YAL059W YHR170W
YAL059W YCL054W
YAL059W YHL001W
YAL059W YGL103W
YAL059W YLR397C
YAL059W YPL226W
YAL059W YOL127W
YAL059W YDR500C
YAL059W YOR063W
YAL059W YOR272W
YAL059W YMR049C
YAL059W YDR101C
YAL059W YFR001W
YAL059W YKL172W
YAL059W YHR066W
YAL059W YER006W
YAL059W YNL061W
YAL059W YDR471W
YAL059W YPL211W
YAL059W YLR074C
YAL059W YER036C
YAL059W YOR294W
YAL059W YHR088W
YAL059W YPR143W
YAL059W YKR081C
YAL059W YGL078C
YAL059W YNR038W
YAL059W YHR085W
YAL059W YDR496C
YAL059W YDL191W
YAL059W YDR091C
YAL059W YDL031W
YAL059W YNL110C
YAL059W YNL227C
YAL059W YER002W
YAL059W YFR031C-A
YAL059W YGR103W
YAL060W YLR044C
YAL060W YLR134W
YAL060W YGR087C
YAL060W YAL061W
YAL061W YAL060W
YAL061W YGR088W
YAL061W YML100W
YAL061W YGR248W
YAL061W YML128C
YAL062W YFL018C
YAL062W YOR375C
YAL062W YLR027C
YAL062W YDL215C
YAL062W YDR019C
YAL062W YKL106W
YAL062W YIL125W
YAL062W YOR136W
YAL062W YHR037W
YAL062W YDR111C
YAL062W YPR035W
YAL062W YJL071W
YAL062W YNR001C
YAL062W YCR005C
YAL062W YKR097W
YAL062W YMR062C
YAL062W YLR089C
YAL062W YLR351C
YAL062W YIL164C
YAL062W YMR250W
YAL062W YDL171C
YAL063C YIR019C
YAL065C YFR056C
YAL065C YHR213W
YAL065C YHR212W-A
YAL068C YJL223C
YAL068C YLR461W
YAL068C YEL049W
YAL068C YIR041W
YAL068C YNR076W
YAL068C YLL064C
YAL068C YMR325W
YAL068C YIL176C
YAL068C YFR056C
YAL068C YCR104W
YAL068C YKL224C
YAL068C YGR294W
YAL068C YFL020C
YAL068C YGL261C
YAL068C YOL161C
YAL068C YHL046C
YAL068C YBR301W
YAL068C YDR542W
YAL068W-A YAL069W
YAL069W YAL068W-A
YAR002C-A YGR284C
YAR002C-A YDL018C
YAR002C-A YGL002W
YAR002C-A YAL007C
YAR002C-A YGL200C
YAR002C-A YDR238C
YAR002C-A YML012W
YAR002C-A YOR016C
YAR002W YMR219W
YAR002W YMR153W
YAR002W YDL088C
YAR002W YMR129W
YAR002W YER110C
YAR002W YML103C
YAR002W YIL115C
YAR002W YML034W
YAR002W YGL092W
YAR002W YIL149C
YAR002W YFR002W
YAR002W YKL068W
YAR002W YPL020C
YAR002W YDR381W
YAR002W YDR192C
YAR002W YJL041W
YAR002W YKR082W
YAR002W YLR347C
YAR002W YDL207W
YAR002W YNL189W
YAR002W YMR047C
YAR002W YKR095W
YAR002W YPL169C
YAR002W YGL172W
YAR002W YOR098C
YAR002W YLR335W
YAR002W YGR119C
YAR003W YKL018W
YAR003W YBR010W
YAR003W YBR258C
YAR003W YBR175W
YAR003W YKR094C
YAR003W YCR060W
YAR003W YLL039C
YAR003W YDR469W
YAR003W YJR119C
YAR003W YBR112C
YAR003W YPL138C
YAR003W YNL031C
YAR003W YMR176W
YAR003W YIL148W
YAR003W YJL168C
YAR003W YLR167W
YAR003W YHR119W
YAR003W YDL074C
YAR003W YHR154W
YAR003W YLR015W
YAR003W YDR320C
YAR007C YJL026W
YAR007C YPL194W
YAR007C YBR010W
YAR007C YIL066C
YAR007C YBR274W
YAR007C YOL090W
YAR007C YPR135W
YAR007C YPL024W
YAR007C YDR499W
YAR007C YBR252W
YAR007C YBR073W
YAR007C YML069W
YAR007C YMR048W
YAR007C YNL262W
YAR007C YMR201C
YAR007C YDL164C
YAR007C YHR164C
YAR007C YIR008C
YAR007C YPL153C
YAR007C YDL059C
YAR007C YOL094C
YAR007C YLR288C
YAR007C YER095W
YAR007C YBR202W
YAR007C YGR180C
YAR007C YER070W
YAR007C YJL173C
YAR007C YBL023C
YAR007C YGL201C
YAR007C YLR103C
YAR007C YJL090C
YAR007C YNL102W
YAR007C YKL113C
YAR007C YJR043C
YAR007C YPR175W
YAR007C YER173W
YAR007C YBR136W
YAR007C YMR224C
YAR007C YNL290W
YAR007C YGL163C
YAR007C YJL092W
YAR007C YDR217C
YAR007C YPR019W
YAR007C YMR284W
YAR007C YAL025C
YAR007C YJL074C
YAR007C YMR190C
YAR007C YDR004W
YAR007C YML032C
YAR007C YJL115W
YAR007C YML095C
YAR007C YBL035C
YAR007C YIR002C
YAR007C YJL194W
YAR007C YOR033C
YAR007C YOR368W
YAR007C YJR068W
YAR007C YDR097C
YAR007C YJR006W
YAR007C YOL006C
YAR007C YBL088C
YAR007C YNL031C
YAR007C YDL156W
YAR007C YER179W
YAR007C YKL045W
YAR007C YBR088C
YAR007C YLR274W
YAR007C YBR087W
YAR007C YNL273W
YAR007C YPL209C
YAR007C YCL016C
YAR007C YEL032W
YAR007C YDL102W
YAR007C YPL022W
YAR007C YNL312W
YAR008W YLR105C
YAR008W YJL087C
YAR008W YMR059W
YAR008W YPL083C
YAR008W YAL033W
YAR008W YBR257W
YAR008W YBL018C
YAR008W YNL221C
YAR008W YOL102C
YAR008W YHR062C
YAR014C YER133W
YAR014C YHR158C
YAR014C YGR238C
YAR014C YIL159W
YAR015W YCL018W
YAR015W YLR058C
YAR015W YMR217W
YAR015W YEL021W
YAR015W YCL030C
YAR015W YMR120C
YAR015W YOR202W
YAR015W YLR028C
YAR015W YDR007W
YAR015W YBR263W
YAR015W YGR061C
YAR015W YOR128C
YAR015W YMR300C
YAR015W YDR172W
YAR015W YGL234W
YAR015W YDR408C
YAR015W YJL126W
YAR015W YNL220W
YAR015W YHR098C
YAR015W YLR359W
YAR015W YGL154C
YAR015W YGR204W
YAR019C YGR092W
YAR019C YML064C
YAR019C YJL076W
YAR019C YIL106W
YAR019C YOR373W
YAR019C YPR119W
YAR019C YAL024C
YAR019C YJR053W
YAR019C YPR111W
YAR019C YLR079W
YAR019C YMR055C
YAR019C YHR152W
YAR019C YFR028C
YAR020C YIL176C
YAR020C YMR325W
YAR020C YJL223C
YAR020C YBR301W
YAR020C YFL020C
YAR020C YCR104W
YAR020C YIR041W
YAR020C YNR076W
YAR027W YAR028W
YAR028W YAR029W
YAR028W YAR027W
YAR028W YAR033W
YAR029W YAR028W
YAR033W YAR028W
YAR033W YGL051W
YAR035C-A YBR196C-A
YAR035W YML042W
YAR035W YOR100C
YAR035W YER024W
YAR042W YER120W
YAR042W YHR195W
YAR047C YDL177C
YAR050W YIR019C
YAR071W YHR215W
YAR071W YDR481C
YAR071W YPL019C
YAR071W YHR136C
YAR071W YML123C
YAR071W YBR093C
YAR071W YBR296C
YAR071W YOR143C
YAR071W YJL012C
YAR071W YDR281C
YAR073W YAR075W
YAR073W YHR216W
YAR073W YMR217W
YAR073W YLR432W
YAR075W YLR432W
YAR075W YAR073W
YBL002W YCR033W
YBL002W YBR202W
YBL002W YBL023C
YBL002W YGL201C
YBL002W YLR103C
YBL002W YJL072C
YBL002W YNL330C
YBL002W YLR442C
YBL002W YNL021W
YBL002W YBL003C
YBL002W YHR119W
YBL002W YDL042C
YBL002W YOL146W
YBL002W YDR224C
YBL002W YGR252W
YBL002W YPR135W
YBL002W YKL049C
YBL002W YER045C
YBL002W YMR263W
YBL002W YIL150C
YBL002W YBR010W
YBL002W YEL056W
YBL002W YBR103W
YBL002W YDR225W
YBL002W YML069W
YBL002W YMR048W
YBL002W YOL006C
YBL002W YNL031C
YBL002W YNL030W
YBL002W YBR112C
YBL002W YDR440W
YBL002W YPL127C
YBL002W YDL074C
YBL002W YEL032W
YBL002W YKR048C
YBL002W YJL168C
YBL002W YBR009C
YBL002W YNL273W
YBL002W YLR274W
YBL002W YMR223W
YBL002W YDR489W
YBL002W YOL012C
YBL002W YNL167C
YBL002W YPL016W
YBL002W YAL013W
YBL002W YGL207W
YBL002W YGL058W
YBL002W YPR019W
YBL002W YCL061C
YBL002W YIL084C
YBL003C YBR103W
YBL003C YDR225W
YBL003C YML069W
YBL003C YMR048W
YBL003C YGR188C
YBL003C YEL056W
YBL003C YDR092W
YBL003C YMR263W
YBL003C YIL150C
YBL003C YBR010W
YBL003C YDR224C
YBL003C YPR135W
YBL003C YGR252W
YBL003C YKL049C
YBL003C YOR244W
YBL003C YOL146W
YBL003C YJL072C
YBL003C YMR127C
YBL003C YNL330C
YBL003C YLR442C
YBL003C YNL021W
YBL003C YBL052C
YBL003C YDL002C
YBL003C YPL153C
YBL003C YER095W
YBL003C YBR202W
YBL003C YBL023C
YBL003C YGL201C
YBL003C YLR103C
YBL003C YPR019W
YBL003C YCL061C
YBL003C YMR284W
YBL003C YIL084C
YBL003C YJL115W
YBL003C YGL207W
YBL003C YML127W
YBL003C YBR034C
YBL003C YBR136W
YBL003C YPL016W
YBL003C YMR224C
YBL003C YDR489W
YBL003C YBL002W
YBL003C YOL012C
YBL003C YDR217C
YBL003C YJL168C
YBL003C YGL241W
YBL003C YBR009C
YBL003C YNL273W
YBL003C YLR274W
YBL003C YPL127C
YBL003C YDR440W
YBL003C YHR154W
YBL003C YEL032W
YBL003C YKR048C
YBL003C YNL030W
YBL003C YBR112C
YBL003C YOL006C
YBL003C YBL088C
YBL003C YNL031C
YBL004W YLR441C
YBL004W YER102W
YBL004W YMR093W
YBL004W YLR186W
YBL004W YPL043W
YBL004W YDR174W
YBL004W YLR340W
YBL004W YPL126W
YBL004W YGL120C
YBL004W YGL171W
YBL004W YMR014W
YBL004W YDR060W
YBL004W YLR002C
YBL004W YLR197W
YBL004W YPR112C
YBL004W YMR128W
YBL004W YOR056C
YBL004W YOR287C
YBL004W YLL011W
YBL004W YEL026W
YBL004W YIL127C
YBL004W YFL002C
YBL004W YOR001W
YBL004W YOR039W
YBL004W YJR002W
YBL004W YLR106C
YBL004W YNL132W
YBL004W YGR090W
YBL004W YNL096C
YBL004W YLR129W
YBL004W YPR137W
YBL004W YGR145W
YBL004W YGR103W
YBL004W YJL109C
YBL004W YDR064W
YBL004W YER082C
YBL004W YDL148C
YBL004W YKR060W
YBL004W YEL055C
YBL004W YKL014C
YBL004W YML063W
YBL004W YLR409C
YBL004W YMR049C
YBL004W YJL010C
YBL004W YJL050W
YBL004W YPR144C
YBL004W YML093W
YBL004W YDR280W
YBL004W YER127W
YBL004W YPL090C
YBL004W YHR196W
YBL004W YCR057C
YBL004W YLR003C
YBL004W YJL033W
YBL004W YOR004W
YBL004W YKL143W
YBL004W YJR145C
YBL004W YNL308C
YBL004W YPL266W
YBL004W YOR310C
YBL004W YBR181C
YBL004W YDR339C
YBL004W YOL010W
YBL004W YOR078W
YBL004W YLR051C
YBL004W YCL059C
YBL004W YCL031C
YBL004W YBR142W
YBL004W YHR203C
YBL004W YJR123W
YBL004W YDL014W
YBL004W YDL060W
YBL004W YBR247C
YBL004W YNL075W
YBL004W YJL069C
YBL004W YMR290C
YBL004W YDL153C
YBL004W YHR169W
YBL004W YBL072C
YBL004W YPL012W
YBL004W YLR175W
YBL004W YIL019W
YBL004W YIL091C
YBL004W YOR206W
YBL004W YOR096W
YBL004W YDR025W
YBL004W YMR143W
YBL004W YHR148W
YBL004W YOR145C
YBL004W YGL123W
YBL004W YDR496C
YBL004W YCR031C
YBL004W YKL099C
YBL004W YBR048W
YBL004W YDR398W
YBL004W YDR449C
YBL004W YJL191W
YBL004W YDR324C
YBL004W YLR222C
YBL004W YOR272W
YBL004W YOR341W
YBL004W YPL217C
YBL004W YGR095C
YBL004W YPL081W
YBL004W YPR010C
YBL004W YGR128C
YBL004W YDL213C
YBL004W YMR229C
YBL004W YDR299W
YBL004W YBR189W
YBL004W YGL019W
YBL005W YOR153W
YBL005W YDR011W
YBL005W YGR281W
YBL005W YGL013C
YBL005W YOR162C
YBL005W-B YKL033W-A
YBL006C YHR056C
YBL006C YIL126W
YBL006C YML127W
YBL006C YLR357W
YBL006C YLR033W
YBL006C YDR303C
YBL006C YKR008W
YBL006C YCR020W-B
YBL006C YGR056W
YBL006C YCR052W
YBL006C YPR034W
YBL006C YMR033W
YBL006C YGR275W
YBL006C YLR321C
YBL006C YFR037C
YBL006C YMR091C
YBL007C YLL039C
YBL007C YDR388W
YBL007C YFL039C
YBL007C YDR172W
YBL007C YFR024C-A
YBL007C YLR337C
YBL007C YIL095W
YBL007C YOR181W
YBL007C YCL034W
YBL007C YNL243W
YBL007C YCR009C
YBL007C YHR016C
YBL007C YCR088W
YBL007C YJL020C
YBL007C YNL106C
YBL007C YMR109W
YBL007C YPR171W
YBL007C YNL020C
YBL007C YHR114W
YBL007C YDR129C
YBL007C YBL047C
YBL007C YNL084C
YBL008W YPR018W
YBL008W YEL056W
YBL008W YBR010W
YBL008W YBR215W
YBL008W YDR224C
YBL008W YNL206C
YBL008W YBR195C
YBL008W YJL115W
YBL008W YOR038C
YBL008W YBR009C
YBL008W YNL031C
YBL008W YJR140C
YBL010C YAL018C
YBL011W YKR089C
YBL011W YIL155C
YBL011W YOR175C
YBL011W YHL032C
YBL011W YDL052C
YBL011W YKR067W
YBL011W YOR081C
YBL011W YOL059W
YBL011W YPR139C
YBL011W YIL124W
YBL011W YMR165C
YBL011W YDR503C
YBL011W YDL022W
YBL011W YGL055W
YBL011W YDR284C
YBL013W YGR264C
YBL013W YOL023W
YBL013W YOR274W
YBL013W YOR236W
YBL013W YBR084W
YBL013W YLR058C
YBL013W YDR019C
YBL013W YBR263W
YBL013W YGR204W
YBL013W YDR408C
YBL013W YGR171C
YBL014C YBL025W
YBL014C YOR295W
YBL014C YJL025W
YBL014C YNL113W
YBL014C YNL248C
YBL014C YOR341W
YBL014C YER148W
YBL014C YLR141W
YBL014C YKL125W
YBL014C YML043C
YBL014C YHR143W-A
YBL014C YMR270C
YBL014C YJR063W
YBL015W YLR153C
YBL015W YMR110C
YBL015W YNL071W
YBL015W YMR169C
YBL015W YOR108W
YBL015W YGR244C
YBL015W YPL028W
YBL015W YIR031C
YBL015W YDL182W
YBL015W YER073W
YBL015W YNR001C
YBL015W YPL061W
YBL015W YKL029C
YBL015W YNL104C
YBL015W YNL117W
YBL015W YOR142W
YBL015W YAL054C
YBL015W YDL131W
YBL015W YMR170C
YBL015W YNR016C
YBL015W YOR374W
YBL015W YMR207C
YBL016W YER045C
YBL016W YBR083W
YBL016W YNL098C
YBL016W YOR208W
YBL016W YLR362W
YBL016W YHR206W
YBL016W YFL026W
YBL016W YOL011W
YBL016W YGR249W
YBL016W YLR229C
YBL016W YMR008C
YBL016W YNL012W
YBL016W YJL128C
YBL016W YOR212W
YBL016W YMR006C
YBL016W YPL049C
YBL016W YJR147W
YBL016W YJR086W
YBL016W YLR452C
YBL016W YHR084W
YBL016W YNL167C
YBL016W YDR103W
YBL016W YHR005C
YBL016W YGR040W
YBL016W YNL053W
YBL016W YER075C
YBL016W YDR480W
YBL016W YCL027W
YBL016W YNL271C
YBL016W YDL159W
YBL016W YGL073W
YBL016W YJL157C
YBL017C YHR012W
YBL017C YOR132W
YBL017C YNL238W
YBL017C YMR297W
YBL017C YJL154C
YBL017C YOR069W
YBL017C YJL053W
YBL018C YIR015W
YBL018C YNL282W
YBL018C YEL026W
YBL018C YML091C
YBL018C YDR478W
YBL018C YAR008W
YBL018C YBR257W
YBL018C YNL221C
YBL018C YGR030C
YBL018C YHR062C
YBL018C YOR310C
YBL018C YLR197W
YBL018C YBR167C
YBL018C YLR145W
YBL018C YAL033W
YBL019W YJL063C
YBL019W YML095C
YBL019W YOL043C
YBL019W YKL114C
YBL019W YKL157W
YBL019W YML060W
YBL019W YPL022W
YBL019W YMR201C
YBL019W YBR252W
YBL019W YMR156C
YBL019W YGL191W
YBL019W YDL164C
YBL019W YBR223C
YBL019W YML021C
YBL019W YEL058W
YBL019W YAL015C
YBL019W YKL113C
YBL019W YER142C
YBL020W YNL048W
YBL020W YGL065C
YBL021C YHR129C
YBL021C YOR358W
YBL021C YGR091W
YBL021C YKL109W
YBL021C YGL237C
YBL022C YPR024W
YBL022C YER164W
YBL022C YGL043W
YBL022C YLR259C
YBL022C YDL015C
YBL022C YMR089C
YBL022C YBR227C
YBL022C YER017C
YBL022C YNL295W
YBL023C YJR006W
YBL023C YDR097C
YBL023C YNL031C
YBL023C YOL006C
YBL023C YNL030W
YBL023C YFR031C
YBL023C YOR033C
YBL023C YJL194W
YBL023C YNL261W
YBL023C YOR368W
YBL023C YHR118C
YBL023C YDR325W
YBL023C YJR068W
YBL023C YOR060C
YBL023C YEL032W
YBL023C YDL102W
YBL023C YNL312W
YBL023C YBR009C
YBL023C YKL045W
YBL023C YLR274W
YBL023C YBR088C
YBL023C YAR007C
YBL023C YNL273W
YBL023C YDR013W
YBL023C YBR087W
YBL023C YGL113W
YBL023C YNL290W
YBL023C YDR489W
YBL023C YMR078C
YBL023C YBL002W
YBL023C YML065W
YBL023C YPL001W
YBL023C YBL063W
YBL023C YEL061C
YBL023C YER173W
YBL023C YBR160W
YBL023C YBR136W
YBL023C YBR060C
YBL023C YPR162C
YBL023C YBL097W
YBL023C YJL115W
YBL023C YGL207W
YBL023C YBL035C
YBL023C YPR019W
YBL023C YDR052C
YBL023C YLL022C
YBL023C YCL061C
YBL023C YJL074C
YBL023C YDL028C
YBL023C YBR202W
YBL023C YER095W
YBL023C YNL182C
YBL023C YER070W
YBL023C YGR180C
YBL023C YOR074C
YBL023C YLR103C
YBL023C YGL201C
YBL023C YPL153C
YBL023C YOL094C
YBL023C YJL072C
YBL023C YDR121W
YBL023C YKL113C
YBL023C YLR086W
YBL023C YNL102W
YBL023C YLL004W
YBL023C YBL003C
YBL023C YPR175W
YBL023C YLR442C
YBL023C YLR002C
YBL023C YKL108W
YBL023C YJL090C
YBL023C YOL146W
YBL023C YML102W
YBL023C YBR274W
YBL023C YFR038W
YBL023C YOL090W
